Time,Distance,X-Motor
21:53:23,139.99,-30.001249999999953
21:53:24,139.45,-30.068749999999955
21:53:24,138.94,-30.13249999999995
21:53:24,138.49,-30.188749999999953
21:53:24,138.06,-30.24249999999995
21:53:24,137.69,-30.19249999999995
21:53:24,137.3,-30.224999999999945
21:53:24,137.1,-30.24166666666661
21:53:24,136.8,-30.266666666666612
21:53:25,136.41,-30.299166666666615
21:53:25,136.1,-30.324999999999946
21:53:25,135.83,-30.260624999999948
21:53:25,135.49,-30.281874999999946
21:53:25,135.22,-30.298749999999945
21:53:25,134.99,-30.31312499999994
21:53:25,134.92,-30.317499999999942
21:53:25,134.64,-30.334999999999944
21:53:26,134.43,-30.348124999999946
21:53:26,134.19,-30.363124999999947
21:53:26,133.97,-30.301499999999947
21:53:26,133.8,-30.309999999999942
21:53:26,133.79,-30.310499999999944
21:53:26,133.56,-30.321999999999942
21:53:26,133.44,-30.327999999999943
21:53:26,133.23,-30.338499999999947
21:53:27,133.0,-30.349999999999948
21:53:27,133.33,-30.33349999999994
21:53:27,133.33,-30.33349999999994
21:53:27,133.33,-30.33349999999994
21:53:27,128.44,-30.41285714285708
21:53:27,123.79,-29.999999999999936
21:53:28,119.38,-30.429583333333277
21:53:28,115.21,-29.999999999999943
21:53:28,111.23,-29.999999999999943
21:53:28,107.44,-29.999999999999936
21:53:28,103.83,-29.999999999999936
21:53:28,100.4,-29.999999999999943
21:53:28,97.16,-69.99999999999997
21:53:28,94.06,-69.99999999999997
21:53:29,91.08,-69.99999999999997
21:53:29,88.24,-69.52933333333331
21:53:29,85.54,-69.50884615384611
21:53:29,82.99,-69.52104166666665
21:53:29,80.54,-69.99999999999997
21:53:29,78.23,-69.99999999999997
21:53:29,76.04,-69.59899999999996
21:53:29,73.96,-69.56374999999998
21:53:30,72.0,-69.57142857142856
21:53:30,70.13,-69.63821428571427
21:53:30,68.38,-69.65083333333331
21:53:30,66.73,-69.66349999999997
21:53:30,65.09,-69.68187499999998
21:53:30,63.56,-69.7033333333333
21:53:30,62.11,-69.82416666666666
21:53:30,60.71,-69.91124999999998
21:53:31,59.39,-70.07624999999999
21:53:31,58.13,-70.23374999999999
21:53:31,56.93,-70.25583333333331
21:53:31,55.81,-70.26187499999997
21:53:31,54.74,-70.32874999999997
21:53:31,53.71,-70.31449999999998
21:53:31,52.71,-70.36449999999998
21:53:31,51.76,-70.3433333333333
21:53:31,50.86,-70.3808333333333
21:53:32,50.04,-70.41499999999998
21:53:32,49.25,-70.38392857142856
21:53:32,48.48,-70.41142857142856
21:53:32,47.84,-70.37999999999998
21:53:32,47.21,-69.99999999999999
21:53:32,46.57,-70.41968749999997
21:53:32,45.93,-70.3908333333333
21:53:32,45.36,-70.40666666666664
21:53:33,44.8,-70.4222222222222
21:53:33,44.29,-70.43638888888887
21:53:33,43.76,-70.40599999999996
21:53:33,43.28,-70.41799999999998
21:53:33,42.62,-70.43449999999997
21:53:33,42.2,-70.44499999999998
21:53:33,41.78,-69.99999999999999
21:53:34,41.38,-69.99999999999997
21:53:34,41.02,-69.99999999999997
21:53:34,40.65,-69.99999999999997
21:53:34,40.3,-69.99999999999999
21:53:34,39.99,-69.99999999999997
21:53:34,39.67,-69.99999999999997
21:53:34,39.41,-69.99999999999996
21:53:34,39.13,-69.99999999999996
21:53:34,38.87,-69.99999999999996
21:53:35,38.63,-69.99999999999997
21:53:35,38.38,-69.99999999999996
21:53:35,38.18,-69.99999999999997
21:53:35,37.96,-69.99999999999997
21:53:35,37.72,-69.99999999999997
21:53:35,37.51,-69.99999999999997
21:53:35,37.32,-69.99999999999997
21:53:35,37.16,-70.4758333333333
21:53:36,37.03,-69.99999999999997
21:53:36,36.87,-70.48187499999997
21:53:36,36.7,-69.99999999999997
21:53:36,36.62,-69.99999999999997
21:53:36,36.46,-69.99999999999997
21:53:36,36.33,-69.99999999999997
21:53:36,36.2,-69.99999999999997
21:53:36,36.06,-69.99999999999997
21:53:37,35.9,-69.99999999999997
21:53:37,35.72,-69.99999999999997
21:53:37,35.65,-69.99999999999997
21:53:37,35.65,-69.99999999999997
21:53:37,40.72,-69.99999999999997
21:53:37,40.72,-69.99999999999997
21:53:38,40.72,-69.99999999999997
21:53:38,40.72,-69.99999999999997
21:53:38,39.42,-69.99999999999997
21:53:38,38.24,-69.99999999999997
21:53:38,37.11,-70.47687499999996
21:53:38,36.06,-69.99999999999997
21:53:38,35.02,-69.99999999999997
21:53:39,34.04,-69.99999999999997
21:53:39,33.2,-70.4785714285714
21:53:39,32.32,-70.4942857142857
21:53:39,31.56,-69.99999999999999
21:53:39,30.86,-69.99999999999997
21:53:39,30.86,-69.99999999999997
21:53:39,30.86,-69.99999999999997
21:53:40,30.2,-70.49666666666664
21:53:40,30.2,-70.49666666666664
21:53:40,30.2,-70.49666666666664
21:53:40,30.2,-70.49666666666664
21:53:40,30.2,-70.49666666666664
21:53:41,29.53,-92.51468750000001
21:53:41,29.53,-92.51468750000001
21:53:41,29.53,-92.51468750000001
21:53:41,29.53,-92.51468750000001
21:53:41,28.87,-92.5353125
21:53:41,28.26,-92.554375
21:53:42,27.67,-93.01100000000001
21:53:42,27.08,-93.03066666666668
21:53:42,26.46,-93.05133333333335
21:53:42,25.95,-93.50178571428573
21:53:42,25.4,-93.52142857142859
21:53:42,24.9,-93.53928571428574
21:53:42,24.46,-93.55500000000002
21:53:42,23.97,-94.00115384615385
21:53:42,23.5,-94.01923076923079
21:53:43,23.05,-94.03653846153847
21:53:43,22.68,-94.05076923076923
21:53:43,22.26,-94.06692307692309
21:53:43,21.85,-94.50625000000001
21:53:43,21.5,-94.52083333333334
21:53:43,21.14,-94.53583333333334
21:53:43,20.79,-94.55041666666668
21:53:43,20.45,-94.56458333333335
21:53:44,20.1,-94.57916666666667
21:53:44,19.74,-95.01181818181817
21:53:44,19.46,-95.02454545454545
21:53:44,19.1,-95.0409090909091
21:53:44,18.75,-95.05681818181819
21:53:44,18.41,-95.07227272727273
21:53:44,18.08,-95.08727272727273
21:53:44,17.77,-95.11181818181818
21:53:45,17.47,-95.5265
21:53:45,17.16,-95.16727272727273
21:53:45,16.86,-95.19454545454543
21:53:45,16.56,-95.22181818181818
21:53:45,16.23,-95.25181818181821
21:53:45,15.9,-95.61
21:53:45,15.61,-95.63900000000001
21:53:45,15.28,-96.03999999999999
21:53:46,14.92,-95.708
21:53:46,14.59,-95.741
21:53:46,14.27,-95.773
21:53:46,13.95,-96.503125
21:53:46,13.63,-96.1522222222222
21:53:46,13.31,-96.18777777777778
21:53:46,13.01,-96.22111111111109
21:53:46,12.68,-96.25777777777778
21:53:47,12.34,-96.29555555555554
21:53:47,12.03,-96.32999999999998
21:53:47,11.7,-96.66250000000001
21:53:47,11.4,-96.69999999999999
21:53:47,11.07,-96.74125
21:53:47,10.75,-96.78125
21:53:47,10.49,-96.81375000000001
21:53:47,10.49,-96.81375000000001
21:53:48,10.49,-96.81375000000001
21:53:48,10.49,-96.81375000000001
21:53:48,10.49,-96.81375000000001
21:53:48,10.49,-96.81375000000001
21:53:48,10.49,-96.81375000000001
21:53:49,10.49,-96.81375000000001
