Time,Distance,Y-Motor
21:55:39,137.65,34.90208333333336
21:55:39,137.62,34.90083333333336
21:55:39,137.62,34.90083333333336
21:55:39,132.34,34.80850000000003
21:55:39,127.33,34.80203125000003
21:55:39,122.57,34.78212500000003
21:55:40,118.03,35.00000000000003
21:55:40,113.7,35.00000000000003
21:55:40,109.62,34.76265625000003
21:55:40,105.72,35.00000000000003
21:55:40,101.99,35.00000000000003
21:55:40,98.46,15.000000000000014
21:55:40,95.08,15.000000000000014
21:55:40,91.87,15.000000000000007
21:55:41,88.85,15.000000000000014
21:55:41,85.96,15.000000000000014
21:55:41,83.22,15.000000000000014
21:55:41,80.62,15.000000000000014
21:55:41,78.15,15.206250000000018
21:55:41,75.8,15.219444444444456
21:55:41,73.56,15.211875000000013
21:55:41,71.45,15.204464285714302
21:55:42,69.42,15.196250000000006
21:55:42,67.51,15.187750000000015
21:55:42,65.69,15.177812500000009
21:55:42,63.95,15.16458333333334
21:55:42,62.27,15.094583333333354
21:55:42,60.7,15.04375000000001
21:55:42,59.19,14.94937500000001
21:55:42,57.75,14.906250000000007
21:55:43,56.38,14.849166666666676
21:55:43,55.12,14.84750000000001
21:55:43,53.92,14.848000000000006
21:55:43,52.74,14.818500000000014
21:55:43,51.66,14.826250000000016
21:55:43,50.63,14.80479166666668
21:55:43,49.62,14.814642857142871
21:55:43,48.69,14.798035714285724
21:55:44,47.78,15.000000000000014
21:55:44,46.93,14.795781250000012
21:55:44,46.14,14.783437500000012
21:55:44,45.39,15.000000000000014
21:55:44,44.68,14.787222222222233
21:55:44,44.0,14.777777777777793
21:55:44,43.36,14.792000000000016
21:55:44,42.75,15.000000000000014
21:55:45,42.17,15.000000000000021
21:55:45,41.65,15.000000000000007
21:55:45,41.22,15.000000000000007
21:55:45,40.89,14.782840909090929
21:55:45,40.89,14.782840909090929
21:55:45,45.8,14.802777777777791
21:55:45,50.48,14.801666666666677
21:55:46,50.48,14.801666666666677
21:55:46,50.48,14.801666666666677
21:55:46,50.48,14.801666666666677
21:55:46,48.68,14.797857142857161
21:55:46,47.01,14.797031250000018
21:55:46,47.01,14.797031250000018
21:55:47,47.01,14.797031250000018
21:55:47,47.01,14.797031250000018
21:55:47,47.01,14.797031250000018
21:55:47,47.01,14.797031250000018
21:55:47,45.49,14.798472222222237
21:55:48,44.09,14.779027777777799
21:55:48,42.71,14.783875000000016
21:55:48,41.46,15.000000000000007
21:55:48,40.23,15.000000000000014
21:55:48,39.1,15.000000000000014
21:55:48,38.02,15.000000000000014
21:55:48,38.02,15.000000000000014
21:55:49,36.97,14.760104166666686
21:55:49,36.0,14.769230769230788
21:55:49,35.07,15.000000000000014
21:55:49,35.07,15.000000000000014
21:55:49,35.07,15.000000000000014
21:55:49,35.07,15.000000000000014
21:55:50,35.07,15.000000000000014
21:55:50,35.07,15.000000000000014
21:55:50,35.07,15.000000000000014
21:55:50,33.98,15.000000000000021
21:55:50,32.91,15.000000000000021
21:55:50,31.86,15.000000000000007
21:55:50,30.85,15.000000000000014
21:55:51,29.91,3.748593750000005
21:55:51,29.0,3.734375
21:55:51,28.15,3.7210937500000085
21:55:51,27.34,3.48899999999999
21:55:51,26.54,3.475666666666662
21:55:51,25.78,3.246071428571419
21:55:51,25.04,3.232857142857135
21:55:51,24.28,3.2192857142857036
21:55:52,23.55,2.9913461538461448
21:55:52,22.79,2.9767307692307696
21:55:52,22.03,2.9621153846153803
21:55:52,21.3,2.7354166666666657
21:55:52,20.59,2.720624999999991
21:55:52,19.87,2.7029166666666598
21:55:52,19.16,2.673333333333332
21:55:52,18.48,2.4654545454545413
21:55:53,17.84,2.246000000000002
21:55:53,17.23,2.4195454545454496
21:55:53,16.63,2.215749999999993
21:55:53,16.0,2.1999999999999957
21:55:53,15.48,2.1740000000000066
21:55:53,14.96,2.1480000000000032
21:55:53,14.51,2.1255000000000024
21:55:53,14.03,1.9452777777777754
21:55:54,13.63,1.9238888888888965
21:55:54,13.2,1.9000000000000057
21:55:54,12.84,1.8800000000000026
21:55:54,12.43,1.8572222222222265
21:55:54,12.11,1.8394444444444389
21:55:54,11.75,1.671875
21:55:54,11.75,1.671875
21:55:55,11.75,1.671875
21:55:55,11.75,1.671875
21:55:55,11.75,1.671875
21:55:55,11.75,1.671875
21:55:55,11.75,1.671875
21:55:56,11.75,1.671875
21:55:56,11.75,1.671875
21:55:56,11.75,1.671875
21:55:56,11.75,1.671875
