Time,Distance,Z-Motor
21:58:12,78.18,49.75000000000004
21:58:12,75.85,49.75000000000004
21:58:12,73.62,49.75000000000004
21:58:12,71.53,49.75000000000004
21:58:12,69.53,49.75000000000004
21:58:13,67.64,49.75000000000004
21:58:13,65.81,49.75000000000004
21:58:13,64.07,49.75000000000004
21:58:13,62.44,49.75000000000004
21:58:13,60.91,49.75000000000004
21:58:13,59.41,49.75000000000004
21:58:13,57.99,49.75000000000004
21:58:13,56.61,49.75000000000004
21:58:14,55.29,49.75000000000004
21:58:14,53.99,49.75000000000004
21:58:14,52.78,49.75000000000004
21:58:14,51.63,49.75000000000004
21:58:14,50.56,49.75000000000004
21:58:14,49.49,49.75000000000004
21:58:14,48.48,49.75000000000004
21:58:15,47.51,49.75000000000004
21:58:15,46.61,49.75000000000004
21:58:15,45.76,49.75000000000004
21:58:15,44.93,49.75000000000004
21:58:15,44.14,49.75000000000004
21:58:15,43.4,49.75000000000004
21:58:15,42.71,49.75000000000004
21:58:15,42.04,49.75000000000004
21:58:16,41.4,49.75000000000004
21:58:16,40.79,49.75000000000004
21:58:16,40.21,49.75000000000004
21:58:16,39.64,49.75000000000004
21:58:16,39.17,49.75000000000004
21:58:16,38.68,49.75000000000004
21:58:16,38.21,49.75000000000004
21:58:16,37.76,49.75000000000004
21:58:17,37.36,49.75000000000004
21:58:17,36.98,49.75000000000004
21:58:17,36.64,49.75000000000004
21:58:17,36.38,49.75000000000004
21:58:17,36.38,49.75000000000004
21:58:17,41.58,49.75000000000004
21:58:17,46.16,49.75000000000004
21:58:18,50.58,49.75000000000004
21:58:18,50.58,49.75000000000004
21:58:18,50.58,49.75000000000004
21:58:18,50.58,49.75000000000004
21:58:18,48.83,49.75000000000004
21:58:18,47.16,49.75000000000004
21:58:19,45.58,49.75000000000004
21:58:19,44.09,49.75000000000004
21:58:19,42.65,49.75000000000004
21:58:19,41.27,49.75000000000004
21:58:19,39.93,49.75000000000004
21:58:19,38.66,49.75000000000004
21:58:19,37.42,49.75000000000004
21:58:19,36.25,49.75000000000004
21:58:20,35.14,49.75000000000004
21:58:20,34.03,49.75000000000004
21:58:20,33.0,49.75000000000004
21:58:20,32.0,49.75000000000004
21:58:20,31.02,49.75000000000004
21:58:20,30.05,49.75000000000004
21:58:20,29.11,49.75000000000004
21:58:20,28.21,49.75000000000004
21:58:21,27.35,49.75000000000004
21:58:21,26.58,49.75000000000004
21:58:21,25.84,49.75000000000004
21:58:21,25.17,49.75000000000004
21:58:21,24.49,49.75000000000004
21:58:21,23.79,49.75000000000004
21:58:21,23.14,49.75000000000004
21:58:21,22.5,49.75000000000004
21:58:22,21.88,49.75000000000004
21:58:22,21.35,49.75000000000004
21:58:22,20.84,49.75000000000004
21:58:22,20.35,49.75000000000004
21:58:22,20.35,49.75000000000004
21:58:22,19.83,49.75000000000004
21:58:22,19.32,49.75000000000004
21:58:22,18.9,49.75000000000004
21:58:23,18.9,49.75000000000004
21:58:23,18.9,49.75000000000004
21:58:23,18.45,49.75000000000004
21:58:23,17.97,49.75000000000004
21:58:23,17.47,49.75000000000004
21:58:23,16.95,49.75000000000004
21:58:23,16.45,49.75000000000004
21:58:24,15.97,49.75000000000004
21:58:24,15.46,49.75000000000004
21:58:24,14.97,49.75000000000004
21:58:24,14.5,49.75000000000004
21:58:24,14.0,49.75000000000004
21:58:24,14.0,49.75000000000004
21:58:24,14.0,49.75000000000004
21:58:25,14.0,49.75000000000004
21:58:25,14.0,49.75000000000004
21:58:25,14.0,49.75000000000004
21:58:25,14.0,49.75000000000004
21:58:26,14.0,49.75000000000004
21:58:26,14.0,49.75000000000004
21:58:26,14.0,49.75000000000004
21:58:26,14.0,49.75000000000004
21:58:26,14.0,49.75000000000004
21:58:27,14.0,49.75000000000004
