Time,Distance,Motor-1,Motor-2
21:46:54,0.0,92.7757542900086,56.90638878436602
21:46:54,0.0,92.7757542900086,56.90638878436602
21:46:54,0.0,92.7757542900086,56.90638878436602
21:46:54,0.0,92.7757542900086,56.90638878436602
21:46:55,0.0,92.7757542900086,56.90638878436602
21:46:55,0.0,92.7757542900086,56.90638878436602
21:46:55,0.0,92.7757542900086,56.90638878436602
21:46:55,0.0,92.7757542900086,56.90638878436602
21:46:55,0.0,92.7757542900086,56.90638878436602
21:46:56,0.0,92.7757542900086,56.90638878436602
21:46:56,0.0,92.7757542900086,56.90638878436602
21:46:56,0.0,92.7757542900086,56.90638878436602
21:46:56,0.0,92.7757542900086,56.90638878436602
21:46:56,0.0,92.7757542900086,56.90638878436602
21:46:56,0.0,92.7757542900086,56.90638878436602
21:46:57,0.0,92.7757542900086,56.90638878436602
21:46:57,0.0,92.7757542900086,56.90638878436602
21:46:57,0.0,92.7757542900086,56.90638878436602
21:46:57,0.0,92.7757542900086,56.90638878436602
21:46:57,0.0,92.7757542900086,56.90638878436602
21:46:58,0.0,92.7757542900086,56.90638878436602
21:46:58,0.0,92.7757542900086,56.90638878436602
21:46:58,0.0,92.7757542900086,56.90638878436602
21:46:58,0.0,92.7757542900086,56.90638878436602
21:46:59,0.0,92.7757542900086,56.90638878436602
21:46:59,0.0,92.7757542900086,56.90638878436602
21:46:59,0.0,92.7757542900086,56.90638878436602
21:46:59,0.0,92.7757542900086,56.90638878436602
21:46:59,0.0,92.7757542900086,56.90638878436602
21:47:00,0.0,92.7757542900086,56.90638878436602
21:47:00,13.33,92.7757542900086,56.90638878436602
21:47:00,25.94,92.7757542900086,56.90638878436602
21:47:00,37.9,92.7757542900086,56.90638878436602
21:47:00,49.27,80.04771426868238,58.239042492537195
21:47:00,60.32,74.98523830979306,56.90638878436602
21:47:00,70.65,74.98523830979306,56.90638878436602
21:47:01,80.39,74.98523830979306,56.90638878436602
21:47:01,80.39,74.98523830979306,56.90638878436602
21:47:01,80.39,74.98523830979306,56.90638878436602
21:47:01,89.69,74.98523830979306,56.90638878436602
21:47:01,98.48,74.98523830979306,56.90638878436602
21:47:01,106.83,74.98523830979306,56.90638878436602
21:47:02,114.81,74.98523830979306,56.90638878436602
21:47:02,122.32,74.98523830979306,56.90638878436602
21:47:02,129.46,74.98523830979306,56.90638878436602
21:47:02,136.37,74.98523830979306,56.90638878436602
21:47:02,142.85,74.2431645831329,57.20153618368361
21:47:02,149.11,70.6993497440007,58.20539130086319
21:47:02,155.21,65.91187654881642,57.46026529408691
21:47:02,160.79,56.90638878436602,56.90638878436602
21:47:03,166.22,56.90638878436602,56.90638878436602
21:47:03,171.31,56.90638878436602,56.90638878436602
21:47:03,176.13,56.90638878436602,56.90638878436602
21:47:03,180.75,56.90638878436602,56.90638878436602
21:47:03,185.04,56.90638878436602,56.90638878436602
21:47:03,189.11,56.90638878436602,56.90638878436602
21:47:04,189.11,56.90638878436602,56.90638878436602
21:47:04,193.02,56.90638878436602,56.90638878436602
21:47:04,196.62,56.90638878436602,56.90638878436602
21:47:04,200.21,56.90638878436602,56.90638878436602
21:47:04,203.58,56.90638878436602,56.90638878436602
21:47:04,206.74,56.90638878436602,56.90638878436602
21:47:04,209.74,56.90638878436602,56.90638878436602
21:47:05,212.55,56.90638878436602,56.90638878436602
21:47:05,215.22,56.90638878436602,56.90638878436602
21:47:05,217.82,56.90638878436602,56.90638878436602
21:47:05,220.16,56.90638878436602,56.90638878436602
21:47:05,222.54,56.90638878436602,56.90638878436602
21:47:05,224.67,56.90638878436602,56.90638878436602
21:47:05,226.69,56.90638878436602,56.90638878436602
21:47:05,228.65,56.90638878436602,56.90638878436602
21:47:06,230.52,56.90638878436602,56.90638878436602
21:47:06,232.31,56.90638878436602,56.90638878436602
21:47:06,234.17,56.90638878436602,56.90638878436602
21:47:06,235.74,56.90638878436602,56.90638878436602
21:47:06,237.32,56.90638878436602,56.90638878436602
21:47:06,238.94,56.90638878436602,56.90638878436602
21:47:06,240.34,56.93033398424428,57.65639162789953
21:47:07,240.34,56.93033398424428,57.65639162789953
21:47:07,241.64,57.059928425807,61.14238213292741
21:47:07,242.94,57.21268747366119,63.50179763428757
21:47:07,244.16,57.37196480122627,65.18227651290273
21:47:07,245.38,57.54692657104111,66.52851429541148
21:47:07,246.54,57.72952689818079,67.59400973582206
21:47:08,247.53,57.89985380987939,68.39679139142673
21:47:08,248.54,58.089812507465254,69.14420696800829
21:47:08,249.5,58.288403131214096,69.80464891353114
21:47:08,250.35,58.32124628218641,70.35883166837156
21:47:08,251.15,58.1518585681319,70.8606467364702
21:47:08,251.87,58.010548561333934,71.30006536087943
21:47:08,251.87,58.010548561333934,71.30006536087943
21:47:09,251.87,58.010548561333934,71.30006536087943
21:47:09,252.56,57.883759483788765,71.71342081011667
21:47:09,253.28,57.75943819637618,72.13961982589359
21:47:09,253.28,57.75943819637618,72.13961982589359
21:47:09,253.93,57.653484528149185,72.5223533162021
21:47:09,254.51,57.56352766423181,72.86109526020861
21:47:10,255.34,57.441694367257284,73.32880166777899
21:47:10,256.02,57.347507291714486,73.69047277196039
21:47:10,256.02,57.347507291714486,73.69047277196039
21:47:10,256.54,57.278725340958935,73.95327426339207
21:47:10,256.97,57.223922136890536,74.1600782814709
21:47:10,257.38,57.173417555584166,74.34665381048981
21:47:10,257.77,57.126988102776956,74.51200525732905
21:47:11,258.14,57.084469920979956,74.65651208330698
21:47:11,258.51,57.04354142024349,74.78503041367311
21:47:11,258.86,57.00648970184955,74.88685894925912
21:47:11,259.2,56.972360411224976,74.95860556921232
21:47:11,259.75,56.92297191038908,74.98519319514742
21:47:11,260.06,56.90638878436602,74.98523830979306
21:47:11,260.4,56.90638878436602,74.98523830979306
21:47:12,260.68,56.90638878436602,74.98523830979306
21:47:12,260.99,56.90638878436602,74.98523830979306
21:47:12,261.2,56.90638878436602,74.98523830979306
21:47:12,261.56,56.90638878436602,74.98523830979306
21:47:12,261.56,56.90638878436602,74.98523830979306
21:47:12,261.56,56.90638878436602,74.98523830979306
21:47:13,261.79,56.90638878436602,74.98523830979306
21:47:13,262.02,56.90638878436602,74.98523830979306
21:47:13,262.02,56.90638878436602,74.98523830979306
21:47:13,253.56,57.71310152550362,72.3045731097902
21:47:13,253.56,57.71310152550362,72.3045731097902
21:47:13,253.56,57.71310152550362,72.3045731097902
21:47:14,253.56,57.71310152550362,72.3045731097902
21:47:14,253.56,57.71310152550362,72.3045731097902
21:47:14,247.39,57.87487332223448,68.2879732768262
21:47:14,241.57,57.052244167547926,60.991105466790266
21:47:14,236.04,56.90638878436602,56.90638878436602
21:47:14,230.8,56.90638878436602,56.90638878436602
21:47:15,225.78,56.90638878436602,56.90638878436602
21:47:15,221.05,56.90638878436602,56.90638878436602
21:47:15,216.53,56.90638878436602,56.90638878436602
21:47:15,212.18,56.90638878436602,56.90638878436602
21:47:15,208.09,56.90638878436602,56.90638878436602
21:47:15,204.32,56.90638878436602,56.90638878436602
21:47:15,200.66,56.90638878436602,56.90638878436602
21:47:15,197.2,56.90638878436602,56.90638878436602
21:47:16,193.85,56.90638878436602,56.90638878436602
21:47:16,190.75,56.90638878436602,56.90638878436602
21:47:16,187.93,56.90638878436602,56.90638878436602
21:47:16,185.13,56.90638878436602,56.90638878436602
21:47:16,182.51,56.90638878436602,56.90638878436602
21:47:16,180.02,56.90638878436602,56.90638878436602
21:47:16,177.63,56.90638878436602,56.90638878436602
21:47:17,175.42,56.90638878436602,56.90638878436602
21:47:17,173.32,56.90638878436602,56.90638878436602
21:47:17,171.26,56.90638878436602,56.90638878436602
21:47:17,169.31,56.90638878436602,56.90638878436602
21:47:17,167.43,56.90638878436602,56.90638878436602
21:47:17,165.62,56.90638878436602,56.90638878436602
21:47:17,163.91,56.90638878436602,56.90638878436602
21:47:17,162.28,56.90638878436602,56.90638878436602
21:47:18,160.76,56.90638878436602,56.90638878436602
21:47:18,159.32,58.730568866962194,56.96084540685913
21:47:18,157.92,62.027373603905325,57.10956530009293
21:47:18,156.61,64.1691021609702,57.26967694013156
21:47:18,155.36,65.74546792020956,57.43885368403724
21:47:18,154.26,66.87755930975594,57.60179498604883
21:47:18,153.16,67.84593475520604,57.7796307487459
21:47:18,152.04,68.72264236558152,57.97856709440522
21:47:19,151.08,69.41068533486023,58.1661339650758
21:47:19,150.08,70.08158301130553,58.38172212245186
21:47:19,149.22,70.63061686379737,58.228467140874585
21:47:19,148.35,71.16682323334858,58.052696700199846
21:47:19,147.53,71.6598362462524,57.89985380987939
21:47:19,146.81,72.0865273814281,57.77456348383341
21:47:19,146.15,72.47526627130215,57.6662230870049
21:47:20,145.5,72.85531684600016,57.56504395558001
21:47:20,144.87,73.2123746177349,57.471785943856915
21:47:20,144.39,73.47426617671448,57.403709546333246
21:47:20,143.81,73.77791810048421,57.324715645493875
21:47:20,143.17,74.0938311895082,57.24156106206136
21:47:20,142.61,74.35098234955483,57.1722073802702
21:47:20,142.03,74.59181238453881,57.10381373263746
21:47:20,141.48,74.7882551992657,57.0424595726988
